2017-12-22 05:33:19,0,0,3,0.0,3419.9,0,0.0,0.0,24.8,0,
2017-12-22 05:33:47,0,0,3,0.4,3420.9,25.7,0.0,0.0,24.6,0,
2017-12-22 05:33:50,0,0,3,0.4,3421.0,24.2,0.0,0.0,24.6,0,
2017-12-22 05:33:53,0,0,3,0.5,3421.0,24.0,0.0,0.0,24.6,0,
2017-12-22 05:33:56,0,0,3,0.5,3421.1,26.2,0.0,0.0,24.7,0,
2017-12-22 05:33:59,0,0,3,0.6,3421.2,24.2,0.0,0.0,24.7,0,
2017-12-22 05:34:02,0,0,3,0.6,3421.5,26.6,0.0,0.0,24.7,0,
2017-12-22 05:34:05,0,0,3,0.7,3421.5,24.1,0.0,0.0,24.7,0,
2017-12-22 05:34:08,0,0,3,0.7,3421.5,23.9,0.0,0.0,24.7,0,
2017-12-22 05:34:12,0,0,3,0.8,3421.7,23.8,0.0,0.0,24.7,0,
2017-12-22 05:34:15,0,0,3,0.8,3421.7,23.9,0.0,0.0,24.7,0,
2017-12-22 05:34:18,0,0,3,0.9,3421.9,25.8,0.0,0.0,24.7,0,
2017-12-22 05:34:21,0,0,3,0.9,3422.0,24.1,0.0,0.0,24.7,0,
2017-12-22 05:34:24,0,0,3,1.0,3422.1,25.7,0.0,0.0,24.7,0,
2017-12-22 05:34:25,0,0,3,1.0,3422.0,23.9,0.0,0.0,24.7,1,时间到
2017-12-22 05:34:29,0,1,2,0.0,3422.1,0,0.0,0.0,24.7,0,
2017-12-22 05:34:51,0,1,2,0.4,3500.7,40002.8,266.7,929.5,24.8,0,
2017-12-22 05:34:54,0,1,2,0.4,3504.6,39999.9,266.7,929.5,24.8,0,
2017-12-22 05:34:58,0,1,2,0.5,3508.8,39999.9,333.4,1163.4,24.8,0,
2017-12-22 05:35:01,0,1,2,0.5,3512.6,40000.8,333.4,1163.4,24.8,0,
2017-12-22 05:35:04,0,1,2,0.6,3516.2,40000.8,400.0,1397.8,24.8,0,
2017-12-22 05:35:07,0,1,2,0.6,3519.8,40000.8,400.0,1397.8,24.8,0,
2017-12-22 05:35:11,0,1,2,0.7,3523.0,40001.1,466.7,1632.6,24.8,0,
2017-12-22 05:35:14,0,1,2,0.7,3526.0,40001.2,466.7,1632.6,24.8,0,
2017-12-22 05:35:17,0,1,2,0.8,3529.0,40001.2,533.4,1867.8,24.8,0,
2017-12-22 05:35:20,0,1,2,0.8,3531.7,40001.5,533.4,1867.8,24.8,0,
2017-12-22 05:35:23,0,1,2,0.9,3534.3,40001.8,600.0,2103.3,24.8,0,
2017-12-22 05:35:27,0,1,2,0.9,3536.5,40002.0,600.0,2103.3,24.8,0,
2017-12-22 05:35:30,0,1,2,1.0,3538.8,40001.8,666.7,2339.1,24.8,0,
2017-12-22 05:35:33,0,1,2,1.0,3540.6,40001.8,666.7,2339.1,24.8,0,
2017-12-22 05:35:36,0,1,2,1.1,3542.4,40002.0,733.4,2575.2,24.9,0,
2017-12-22 05:35:39,0,1,2,1.1,3544.0,40002.1,733.4,2575.2,24.9,0,
2017-12-22 05:35:42,0,1,2,1.2,3545.7,40002.1,800.1,2811.5,24.9,0,
2017-12-22 05:35:45,0,1,2,1.2,3547.0,40001.5,800.1,2811.5,25.0,0,
2017-12-22 05:35:48,0,1,2,1.3,3548.5,40002.3,866.7,3048.1,25.0,0,
2017-12-22 05:35:51,0,1,2,1.4,3550.0,40002.1,933.4,3284.8,25.0,0,
2017-12-22 05:35:54,0,1,2,1.4,3551.0,40001.8,933.4,3284.8,24.9,0,
2017-12-22 05:35:58,0,1,2,1.5,3552.3,40001.7,1000.1,3521.6,24.9,0,
2017-12-22 05:36:01,0,1,2,1.5,3553.4,40002.2,1000.1,3521.6,24.9,0,
2017-12-22 05:36:04,0,1,2,1.6,3554.6,40001.8,1066.8,3758.6,24.9,0,
2017-12-22 05:36:07,0,1,2,1.6,3555.6,40002.5,1066.8,3758.6,24.9,0,
2017-12-22 05:36:10,0,1,2,1.7,3556.6,40002.4,1133.4,3995.7,24.9,0,
2017-12-22 05:36:13,0,1,2,1.7,3557.7,39999.5,1133.4,3995.7,24.9,0,
2017-12-22 05:36:17,0,1,2,1.8,3558.5,39999.3,1200.1,4232.9,24.9,0,
2017-12-22 05:36:20,0,1,2,1.8,3559.5,39999.6,1200.1,4232.9,24.9,0,
2017-12-22 05:36:23,0,1,2,1.9,3560.4,39999.0,1266.8,4470.2,24.9,0,
2017-12-22 05:36:26,0,1,2,1.9,3561.0,39998.8,1266.8,4470.2,25.0,0,
2017-12-22 05:36:29,0,1,2,2.0,3562.0,39999.4,1333.4,4707.6,24.9,0,
2017-12-22 05:36:32,0,1,2,2.0,3563.0,39999.2,1333.4,4707.6,24.9,0,
2017-12-22 05:36:35,0,1,2,2.1,3563.6,39999.2,1400.1,4945.2,24.9,0,
2017-12-22 05:36:39,0,1,2,2.1,3564.5,39999.7,1400.1,4945.2,24.9,0,
2017-12-22 05:36:42,0,1,2,2.2,3565.4,39999.5,1466.8,5182.8,24.9,0,
2017-12-22 05:36:45,0,1,2,2.2,3566.3,39999.3,1466.8,5182.8,24.9,0,
2017-12-22 05:36:48,0,1,2,2.3,3567.1,39999.7,1533.4,5420.6,24.9,0,
2017-12-22 05:36:52,0,1,2,2.4,3568.0,39999.5,1600.1,5658.4,24.9,0,
2017-12-22 05:36:55,0,1,2,2.4,3568.6,39999.5,1600.1,5658.4,24.9,0,
2017-12-22 05:36:58,0,1,2,2.5,3569.7,39999.3,1666.8,5896.4,24.9,0,
2017-12-22 05:37:01,0,1,2,2.5,3570.4,39999.3,1666.8,5896.4,24.9,0,
2017-12-22 05:37:04,0,1,2,2.6,3571.1,39999.6,1733.4,6134.5,24.8,0,
2017-12-22 05:37:07,0,1,2,2.6,3571.9,39999.2,1733.4,6134.5,24.8,0,
2017-12-22 05:37:10,0,1,2,2.7,3572.6,39999.5,1800.1,6372.6,24.8,0,
2017-12-22 05:37:13,0,1,2,2.7,3573.4,39998.7,1800.1,6372.6,24.8,0,
2017-12-22 05:37:17,0,1,2,2.8,3574.2,39999.2,1866.7,6610.9,24.8,0,
2017-12-22 05:37:20,0,1,2,2.8,3575.0,39999.3,1866.7,6610.9,24.8,0,
2017-12-22 05:37:23,0,1,2,2.9,3575.8,39999.5,1933.4,6849.2,24.8,0,
2017-12-22 05:37:26,0,1,2,2.9,3576.5,39999.6,1933.4,6849.2,24.8,0,
2017-12-22 05:37:29,0,1,2,3.0,3577.4,39999.5,2000.1,7087.7,24.8,0,
2017-12-22 05:37:32,0,1,2,3.0,3578.2,39999.3,2000.1,7087.7,24.7,0,
2017-12-22 05:37:35,0,1,2,3.1,3579.1,39999.5,2066.7,7326.3,24.8,0,
2017-12-22 05:37:38,0,1,2,3.1,3579.8,39999.7,2066.7,7326.3,24.7,0,
2017-12-22 05:37:41,0,1,2,3.2,3580.5,39999.5,2133.4,7564.9,24.7,0,
2017-12-22 05:37:44,0,1,2,3.2,3581.3,39999.3,2133.4,7564.9,24.7,0,
2017-12-22 05:37:47,0,1,2,3.3,3582.2,39999.5,2200.1,7803.7,24.7,0,
2017-12-22 05:37:51,0,1,2,3.3,3583.0,39999.3,2200.1,7803.7,24.7,0,
